"","rules","support","confidence","lift","count"
"96595","{param_C=big,param_coef0=small,param_epsilon=small} => {std_train_neg_mean_absolute_error=big}",0.064,0.666666666666667,1.98412698412698,8
"96641","{param_C=big,param_coef0=big,param_epsilon=small} => {std_train_neg_mean_absolute_error=big}",0.12,0.833333333333333,2.48015873015873,15
"97168","{param_C=small,param_coef0=small,param_epsilon=small} => {mean_train_neg_mean_absolute_error=big}",0.064,1,2.84090909090909,8
"97173","{param_C=small,param_coef0=big,param_epsilon=small} => {mean_train_neg_mean_absolute_error=big}",0.064,0.666666666666667,1.89393939393939,8
"97183","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_train_neg_mean_absolute_error=big}",0.096,1,2.84090909090909,12
"97202","{param_C=big,param_coef0=big,param_epsilon=small} => {mean_train_neg_mean_absolute_error=big}",0.096,0.666666666666667,1.89393939393939,12
"97432","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_test_neg_mean_squared_error=big}",0.072,0.75,2.08333333333333,9
"97569","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_train_r2=big}",0.072,0.75,2.03804347826087,9
"97629","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_train_neg_mean_squared_error=big}",0.072,0.75,2.03804347826087,9
"97662","{param_C=big,param_coef0=small,param_epsilon=small} => {mean_test_neg_mean_absolute_error=big}",0.072,0.75,1.99468085106383,9
"97696","{param_C=small,param_coef0=small,param_epsilon=big} => {std_train_neg_mean_absolute_error=medium}",0.064,0.666666666666667,1.4367816091954,8
"97704","{param_C=small,param_coef0=small,param_epsilon=big} => {std_train_r2=big}",0.064,0.666666666666667,1.28205128205128,8
"97710","{param_C=small,param_coef0=small,param_epsilon=big} => {std_test_r2=big}",0.064,0.666666666666667,1.28205128205128,8
"97714","{param_C=small,param_coef0=small,param_epsilon=big} => {std_test_neg_mean_squared_error=big}",0.064,0.666666666666667,1.28205128205128,8
"97716","{param_C=small,param_coef0=small,param_epsilon=big} => {std_test_neg_mean_absolute_error=big}",0.064,0.666666666666667,1.28205128205128,8
"97799","{param_C=small,param_coef0=big,param_epsilon=big} => {std_train_r2=big}",0.112,0.777777777777778,1.4957264957265,14
"97817","{param_C=small,param_coef0=big,param_epsilon=big} => {std_test_r2=big}",0.112,0.777777777777778,1.4957264957265,14
"97826","{param_C=small,param_coef0=big,param_epsilon=big} => {std_test_neg_mean_squared_error=big}",0.112,0.777777777777778,1.4957264957265,14
"97829","{param_C=small,param_coef0=big,param_epsilon=big} => {std_test_neg_mean_absolute_error=big}",0.112,0.777777777777778,1.4957264957265,14
"97833","{param_C=big,param_coef0=small,param_epsilon=small} => {std_train_neg_mean_squared_error=medium}",0.072,0.75,1.61637931034483,9
"97863","{param_C=big,param_coef0=small,param_epsilon=big} => {std_train_neg_mean_absolute_error=medium}",0.096,0.666666666666667,1.4367816091954,12
"97914","{param_C=big,param_coef0=small,param_epsilon=big} => {std_train_r2=big}",0.096,0.666666666666667,1.28205128205128,12
"97932","{param_C=big,param_coef0=small,param_epsilon=big} => {std_test_r2=big}",0.096,0.666666666666667,1.28205128205128,12
"97941","{param_C=big,param_coef0=small,param_epsilon=big} => {std_test_neg_mean_squared_error=big}",0.096,0.666666666666667,1.28205128205128,12
"97944","{param_C=big,param_coef0=small,param_epsilon=big} => {std_test_neg_mean_absolute_error=big}",0.096,0.666666666666667,1.28205128205128,12
"98332","{param_C=big,param_coef0=big,param_epsilon=big} => {std_train_r2=big}",0.168,0.777777777777778,1.4957264957265,21
"98372","{param_C=big,param_coef0=big,param_epsilon=big} => {std_test_r2=big}",0.168,0.777777777777778,1.4957264957265,21
"98388","{param_C=big,param_coef0=big,param_epsilon=big} => {std_test_neg_mean_squared_error=big}",0.168,0.777777777777778,1.4957264957265,21
"98392","{param_C=big,param_coef0=big,param_epsilon=big} => {std_test_neg_mean_absolute_error=big}",0.168,0.777777777777778,1.4957264957265,21
